Index,answers
v_31,['好的，以下是音频文件的转录： 片段1： 嗯，记不太清楚上次与别人争吵是什么时候，因为很少与别人争吵。 片段2： 我的专业是计算机科学与技术，选择它的原因一是自己比较感兴趣，二是 嗯它的 就业形势也比较好。 片段3： 我放松的时候最喜欢看B站的视频，因为比较有意思。'],"['记不太清上次与别人争吵是什么时候，因为很少与别人争吵。', '我放松的时候最喜欢看b站的视频，因为比较有意思。', '我的专业是计算机科学与技术，选择它的原因，一是自己比较感兴趣，二是它的就业形势也比较好。']"
v_32,['好的，这是音频文件的文字记录：\nClip 1:\n上一次的话可能就是期末考试，有一些科目拿到的成绩并不是非常符合自己的心理预期。嗯，因为觉得自己，自己可能付出的努力，没有得到想象中的回报，所以会觉得比较不开心。\nClip 2:\n如果是休息的话，可能会刷一刷微博，浏览一些新闻资讯這樣子，然后如果是在学习的话，那就是專注于当时正在想要学习学习的一些东西吧。\nClip 3:\n嗯，通过了驾考科目三的考试。'],"['上一次的话可能就是期末考试，有一些科目拿到的成绩并不是非常符合自己的心理预期，因为觉得自己的自己可能付出的努力没有得到想象中的回报，所以会觉得比较不开心。', '通过了驾照，考驾照科目三的考试。', '如果是休息的话，可能会刷一刷微博，浏览一些新闻资讯这样子，然后如果是在学习的话，那专注于当时正在想要学习的一些东西。']"
v_36,"['Okay, here are the transcriptions of the audio clips:\n\n**Clip 1:**\n\n失眠的话，不经常吧，有的时候，可能在想一些东西，在想，想今天没做完的，要做的，需要做的事情，可能就，会一个小时，两个小时睡不着，有的时候会。 小孩子的话，就是特别小的，嗯，还是比较喜欢的，但是如果大一点的话，都特别皮，就不太喜欢了。\n\n**Clip 2:**\n\n我最好的朋友，应该是高中得一个室友吧。平时生活都再一起，然后 呃，学习上也会互相帮助。 然后兴趣爱好，基本上大多都是一致。 比如说运动啊，玩的东西啊。 之类的。\n\n**Clip 3:**\n呃']","['失眠的话不经常，有的时候，比如可能在想一些东西在想，像今天没做完的要做的需要做的东西可能就对一个小时两个小时睡不着，有的时候会。', '我最好的朋友应该是高中的一个室友，平时生活都在一起。然后。学习上也是互相帮助。兴趣爱好。大多都是一致的，或者运动玩的东西之类的。', '小孩子的话都是特别小的，还是比较喜欢的。但是如果大一点的话都特别皮，就不太喜欢了。']"
v_37,"['Here are the transcriptions of the audio clips:\n\n*   **Clip 1:** 我沒有和別人爭吵過。 (Wǒ méiyǒu hé biéren zhēngchǎo guò.) - I have never argued with anyone.\n*   **Clip 2:** 爸爸媽媽, 弟弟, 老公, 兒子, 公公, 婆婆。 (Bàba māmā, dìdì, lǎogōng, érzi, gōnggōng, pópo.) - Father, mother, younger brother, husband, son, father-in-law, mother-in-law.\n*   **Clip 3:** 是的。(Shì de.) - Yes.']","['我没有和别人争吵过。', '吃的。', '爸爸妈妈，弟弟。老公，儿子，公公婆婆。']"
v_39,"[""Okay, here's the transcription of the audio clips:\n\n**Clip 1:**\n\n就 不想 知道了。 为什么 你说。\n\n**Clip 2:**\n\n就 为什么 特别的 感觉\n\n**Clip 3:**\n\n就 诶 为什么觉得 特别觉得高兴。""]","['其他的就觉得。为什么？', '就，没，没什么觉得特别高兴的。', '就没什么特别的感觉。']"
v_4,['好的，这里是音频文件的转录：\n\n*   **Clip 1:** 最近一次不开心啊，应该是，嗯，不被别人理解吧。觉得自己辛辛苦苦，结果被误解了，就很生气。\n\n*   **Clip 2:** 我不太喜欢小朋友，因为他们太吵了。\n\n*   **Clip 3:** 最近感到开心的事情就是发了年终奖。'],"['最近一次不开心，应该是不被别人理解吧，觉得自己辛辛苦苦结果被误解了，就很生气。', '最近感到开心的事情就是发了年终奖。', '我不太喜欢小朋友，因为他们太吵了。']"
v_41,"['Okay, here are the transcriptions of the audio clips:\n\n*   **Clip 1:** 嗯,簡單來說就是,最最簡單的方法就是轉移情緒,然後去做一些別的事情,但一定不能讓自己爆發。\n*   **Clip 2:** 靠自己的愛好或者特長,來掙錢,來工作。\n*   **Clip 3:** 上週五公司開年會,然後大家一起看節目。']","['简单来说就是，最简单的方法就是转移情绪，然后去做一些别的事情，但一定不能让自己爆发。', '上周五公司开年会，然后大家一起看节目。', '靠自己的爱好或者特长来挣钱来工作。']"
v_42,"['Okay, here are the transcriptions of the three clips:\n\n*   **Clip 1:** 大概是半个月前吧，并非是争吵，这都是只是争论而已，就是讲到了一个关于，男女平权的一个问题，然后发生了一些争论，因为没有争吵。大概是这样。\n\n*   **Clip 2:** 一个人独处，如果有学习工作的任务就做这些正常的事情，如果没有学习就是单纯放松的时间的话，会看一些视频，打会儿游戏，或者看一点书，听会儿歌。\n\n*   **Clip 3:** 给给我带来正面影响的人是我的恋人，然后他会在我产生退却，迷惘这些相对负面情绪的时候，给我一些正面的鼓励，然后，对我的平时这个生活上各种各个方面，他都会有很多方面的帮助。']","['大概是半个月前，并非是争吵，这都是只是争论而已，就是讲到了一个关于男女平权的一个问题，然后发生了一些争论，因为没有争吵，大概是这样。', '给我带来正面影响的人是我的恋人，然后他会在我产生退却迷惘这些相对负面情绪的时候，给我一些正面的鼓励。然后对我的平时生活上各种，各种方面他都会有很多方面的帮助。', '一个人独处，如果有学习工作的任务就做这些正常的事情，如果没有学习就是单纯放松的时间的话，会看一些视频，打会游戏，或者看一点书，听一会歌。']"
v_43,['好的，这是音频文件的转录：\n\n*   **Clip 1:** “我不记得上次和别人争吵是什么时候了，因为我印象中没有和别人争吵过。”\n\n*   **Clip 2:** “我非常喜欢小孩，因为小孩非常可爱，可以给我带来很多的欢乐。”\n\n*   **Clip 3:** “我喜欢在家看书画画，或者出去湖边逛一逛，因为这样可以让我更加的放松，更加的开心。”'],"['我不记得上次和别人争吵是什么时候了，因为我印象中没有和别人争吵过。', '补充。我喜欢在家看书、画画或者出去湖边逛一逛，因为这样可以让我更加的放松，更加的开心。', '我非常喜欢小孩，因为小孩非常可爱，可以给我带来很多的欢乐。']"
v_45,"['Okay, here are the transcriptions of the three audio clips:\n\n**Clip 1:**\n\n我一般不会失眠，失眠的时候就是感觉比较清醒。\n\n**Clip 2:**\n\n我的母亲是一位教师，她在 一 所中学工作，然后她在她工作的中学，因为不是特别好，然后学生会比较叛逆，然后也工作也比较辛苦，导致我 高考的时候首先排除 出了师范类的院校。\n\n**Clip 3:**\n\nUm I think I like about my hometown in that the lifestyle is quite slow here. Um compared to Shanghai where I go to university. It it is pretty relaxful and comfortable for me.']","['我一般不会失眠，失眠的时候，就是感觉比较清醒。', 'I think I like about my hometown in that the lifestyle is quite slow here compared to Shanghai where I go to university. It it is pretty relaxable and comfort comfort for me.', '我的母亲是一位教师，她在做中学工作，然后他，在他工作的中学，因为不是特别好，然后学生会比较叛逆，然后也工作也比较辛苦，导致我高考的时候首先排除了师范类的院校。']"
v_47,"['Okay, here are the transcriptions of the three clips:\n\n**Clip 1:**\n\n呃，我幾乎不失眠。 晚上基本上能倒頭就睡。\n\n**Clip 2:**\n\n我大學的專業是軟件工程。 一方面軟件工程作為一門新星的學科,在這樣一個時代有比較好的一個發展前景和發展方向。 第二個方面呢是 在這在這樣一個時代當中軟件工程呢適用範圍更加廣泛,能在各個方面 各個行業當中得到應用。 第三個方面呢是隨著技術的發展, 人們對於軟件的需要呢也會越來越多。 顧而呢學習軟件工程這麼專業呢能夠更加符合這樣一個時代的規律。\n\n**Clip 3:**\n\n我放鬆的時候最喜歡看各類的體育賽事。 這樣能讓我完全進入一個全新的這種環境, 不用考慮現實場景下的各種問題, 並且能夠享受整個觀看的過程,能把自己 全身心的帶入到這樣一個場景當中。']","['我几乎不失眠，晚上基本上能倒头就睡', '我放松的时候最喜欢看各类的体育赛事，这样让我完全进入一个全新的这种环境，不用考虑现实场景下的各种问题，并且能够享受整个观看的过程，能把自己全身心的带入到这样一个场景当中。', '我大学的专业是软件工程，一方面软件工程作为一门新兴的学科，在这样一个时代有比较好的一个发展前景和发展方向。第二个方面是在这在这样一个时代当中，软件工程适用范围更加广泛，你在各个方面各个行业当中得到应用。第三个方面是随着技术的发展，人们对于软件的需要也会越来越多，学习软件工程这个专业能够符更加符合这样一个时代的规律。']"
v_48,"['Okay, here are the transcriptions of the three audio clips:\n\n*   **Clip 1:** ""我生气的时候，通常就是表情会比较沉闷，然后不怎么说话，等过一段时间，慢慢地消化掉这个情绪。""\n*   **Clip 2:** ""我妈妈她长得很漂亮，然后她的能力也很强，对我也非常好。""\n*   **Clip 3:** ""昨天下午配了两副比较满意的新眼镜，就比较开心。""']","['我生气的时候通常就是表情会比较沉闷，然后不怎么说话，等过一段时间慢慢的消化掉这个情绪。', '昨天下午配了两副比较满意的新眼镜，就比较开心。', '我妈妈她长得很漂亮，然后她的能力也很强。对我也非常好。']"
v_49,['好的，这是音频文件的转录：\n**Clip 1:**\n我有没有太多后悔的事情吗？如果非要说后悔的话， 就是 应该在20来岁的时候处理事情更成熟稳重一些。\n\n**Clip 2:**\n嗯科研工作者，从是科研的话会有些创新性的东西，而且 个人的习惯，行为习惯上比较不太喜欢太多约束。\n**Clip 3:**\n假社工，他是 一个非常优秀的一个朋友，然后 我這樣子，通过他的做事的方式方法，這樣子。 他影响我，这个是德鲁克，德鲁克他的书影响了我。'],"['没有太多后悔的事情。如果非要说后悔的话，就是应该在20来岁的时候处理事情更成熟稳重一些。', 'positive_49.wav\n他是一个非常优秀的朋友。然后我这样子通过他的做事的方式方法这样子看一下。这个是德鲁克，德鲁克他的书影响了我。', '科研工作者从事科研的话会有些创造性的东西，而且个人的习惯行为习惯上比较一下，不太喜欢太多约束。']"
